Commit id,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement
Commit id,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement
14757,2819,87,891,62,1776,9,6,0,0
14758,2819,87,891,62,1777,9,6,0,0
14759,2819,87,891,62,1777,9,6,0,0
14760,2819,87,891,62,1777,9,6,0,0
14761,2821,87,891,62,1777,9,6,0,0
14762,2822,87,891,62,1778,9,6,0,0
14763,2822,87,891,62,1778,9,6,0,0
14764,2822,87,891,62,1778,9,6,0,0
14765,2822,87,891,62,1778,9,6,0,0
14766,2822,87,891,62,1778,9,6,0,0
14767,2822,87,891,62,1778,9,6,0,0
14768,2823,87,892,62,1781,9,6,0,0
14769,2823,87,892,62,1781,9,6,0,0
14770,2823,87,892,62,1781,9,6,0,0
14771,2823,87,892,62,1781,9,6,0,0
14772,2823,87,892,62,1781,9,6,0,0
14773,2823,87,892,62,1781,9,6,0,0
14774,2823,87,892,62,1781,9,6,0,0
14775,2823,87,892,62,1781,9,6,0,0
14776,2823,87,892,62,1781,9,6,0,0
14777,2823,87,892,62,1781,9,6,0,0
14778,2823,87,892,62,1781,9,6,0,0
14779,2823,87,892,62,1781,9,6,0,0
14780,2826,87,893,62,1782,9,6,0,0
14781,2826,87,893,62,1782,9,6,0,0
14782,2825,87,893,62,1782,9,6,0,0
14783,2825,87,893,62,1782,9,6,0,0
14784,2825,87,893,62,1782,9,6,0,0
14785,2825,87,893,62,1782,9,6,0,0
14786,2825,87,893,62,1782,9,6,0,0
14787,2825,87,893,62,1782,9,6,0,0
14788,2826,87,893,62,1783,9,6,0,0
14789,2826,87,893,62,1783,9,6,0,0
14790,2826,87,893,62,1783,9,6,0,0
14791,2826,87,893,62,1783,9,6,0,0
14792,2826,87,893,62,1783,9,6,0,0
14793,2827,87,893,62,1783,9,6,0,0
14794,2827,87,894,62,1783,9,6,0,0
14795,2827,87,894,62,1783,9,6,0,0
14796,2827,87,894,62,1783,9,6,0,0
14797,2827,87,894,62,1783,9,6,0,0
14798,2827,87,894,62,1783,9,6,0,0
14799,2827,87,894,62,1783,9,6,0,0
14800,2827,87,894,62,1783,9,6,0,0
14801,2827,87,894,62,1783,9,6,0,0
14802,2827,87,894,62,1783,9,6,0,0
14803,2827,87,894,62,1783,9,6,0,0
14804,2828,87,894,62,1783,9,6,0,0
14805,2828,87,894,62,1783,9,6,0,0
14806,2828,87,894,62,1783,9,6,0,0
14807,2828,87,894,62,1783,9,6,0,0
14808,2828,87,894,62,1783,9,6,0,0
14809,2828,87,894,62,1783,9,6,0,0
14810,2828,87,894,62,1783,9,6,0,0
14811,2828,87,894,62,1782,9,6,0,0
14812,2828,87,894,62,1782,9,6,0,0
14813,2828,87,894,62,1782,9,6,0,0
14814,2828,87,894,62,1782,9,6,0,0
14815,2828,87,894,62,1782,9,6,0,0
14816,2828,87,894,62,1782,9,6,0,0
14817,2828,87,894,62,1782,9,6,0,0
14818,2828,87,893,62,1782,9,6,0,0
14819,2828,87,893,62,1782,9,6,0,0
14820,2828,87,893,62,1782,9,6,0,0
14821,2828,87,893,62,1782,9,6,0,0
14822,2828,87,893,62,1782,9,6,0,0
14823,2828,87,893,62,1782,9,6,0,0
14824,2828,87,893,62,1782,9,6,0,0
14825,2828,87,893,62,1782,9,6,0,0
14826,2828,87,893,62,1782,9,6,0,0
14827,2828,87,893,62,1782,9,6,0,0
14828,2828,87,893,62,1782,9,6,0,0
14829,2828,87,893,62,1783,9,6,0,0
14830,2828,87,893,62,1783,9,6,0,0
14831,2828,87,893,62,1783,9,6,0,0
14832,2828,87,893,62,1783,9,7,0,0
14833,2828,87,893,62,1783,9,7,0,0
14834,2828,87,893,62,1783,9,7,0,0
14835,2828,87,893,62,1783,9,7,0,0
14836,2828,87,893,62,1783,9,7,0,0
14837,2828,87,893,62,1783,9,7,0,0
14838,2828,87,893,62,1783,9,7,0,0
14839,2828,87,893,62,1783,9,7,0,0
14840,2828,87,893,62,1783,9,7,0,0
14841,2828,87,893,62,1783,9,7,0,0
14842,2828,87,893,62,1783,9,7,0,0
14843,2828,87,893,62,1783,9,7,0,0
14844,2828,87,893,62,1783,9,7,0,0
14845,2828,87,893,62,1783,9,7,0,0
14846,2828,87,893,62,1783,9,7,0,0
14847,2828,87,893,62,1783,9,7,0,0
14848,2828,87,893,62,1783,9,8,0,0
14849,2828,87,893,62,1783,9,8,0,0
14850,2828,87,893,62,1783,9,8,0,0
14851,2828,87,893,62,1783,9,8,0,0
14852,2829,87,893,62,1784,9,8,0,0
14853,2829,87,893,62,1784,9,8,0,0
14854,2829,87,893,62,1784,9,8,0,0
14855,2829,87,893,62,1784,9,8,0,0
14856,2829,87,893,62,1784,9,8,0,0
14857,2829,87,893,62,1784,9,8,0,0
14858,2829,87,893,62,1784,9,8,0,0
14859,2829,87,893,62,1784,9,8,0,0
14860,2829,87,893,62,1784,9,8,0,0
14861,2829,87,893,62,1784,9,8,0,0
14862,2829,87,893,62,1784,9,8,0,0
14863,2829,87,893,62,1784,9,8,0,0
14864,2829,87,893,62,1784,9,8,0,0
14865,2830,87,893,62,1785,9,8,0,0
14866,2830,87,893,62,1785,9,8,0,0
14867,2830,87,893,62,1785,9,8,0,0
14868,2830,87,893,62,1785,9,8,0,0
14869,2830,87,893,62,1785,9,8,0,0
14870,2831,87,893,62,1787,9,8,0,0
14871,2832,87,893,62,1787,9,8,0,0
14872,2832,87,893,62,1787,9,8,0,0
14873,2832,87,893,62,1787,9,8,0,0
14874,2832,87,893,62,1787,9,8,0,0
14875,2832,87,893,62,1787,9,8,0,0
14876,2832,87,893,62,1787,9,8,0,0
14877,2833,87,893,62,1787,9,8,0,0
14878,2833,87,893,62,1787,9,8,0,0
14879,2833,87,893,62,1787,9,8,0,0
14880,2833,87,893,62,1787,9,8,0,0
14881,2833,87,893,62,1787,9,8,0,0
14882,2833,87,893,62,1787,9,8,0,0
14883,2833,87,893,62,1787,9,8,0,0
14884,2833,87,893,62,1787,9,8,0,0
14885,2833,87,894,62,1787,9,8,0,0
14886,2833,87,894,62,1787,9,8,0,0
14887,2833,87,894,62,1787,9,8,0,0
14888,2833,87,894,62,1787,9,8,0,0
14889,2835,87,894,62,1787,9,8,0,0
14890,2836,87,894,62,1788,9,8,0,0
14891,2837,87,894,62,1788,9,8,0,0
14892,2837,87,894,62,1787,9,8,0,0
14893,2837,87,894,62,1787,9,8,0,0
14894,2837,87,894,62,1787,9,8,0,0
14895,2837,87,894,62,1788,9,8,0,0
14896,2837,87,894,62,1788,9,8,0,0
14897,2837,87,894,62,1788,9,8,0,0
14898,2837,87,894,62,1788,9,8,0,0
14899,2837,87,894,62,1788,9,8,0,0
14900,2837,87,894,62,1788,9,8,0,0
14901,2837,87,894,62,1788,9,8,0,0
14902,2837,87,894,62,1788,9,8,0,0
14903,2837,87,894,62,1788,9,8,0,0
14904,2837,87,894,62,1788,9,8,0,0
14905,2837,87,894,62,1788,9,8,0,0
14906,2837,87,894,62,1788,9,8,0,0
14907,2837,87,894,62,1788,9,8,0,0
14908,2837,87,894,62,1788,9,8,0,0
14909,2837,87,894,62,1788,9,8,0,0
14910,2837,87,894,62,1788,9,8,0,0
14911,2837,87,894,62,1788,9,8,0,0
14912,2837,87,894,62,1788,9,8,0,0
14913,2836,87,894,62,1788,9,8,0,0
14914,2836,87,894,62,1788,9,8,0,0
14915,2836,87,894,62,1788,9,8,0,0
14916,2836,87,894,62,1788,9,8,0,0
14917,2836,87,894,62,1788,9,8,0,0
14918,2836,87,894,62,1788,9,8,0,0
14919,2836,87,894,62,1788,9,8,0,0
14920,2836,87,894,62,1788,9,8,0,0
14921,2836,87,894,62,1788,9,8,0,0
14922,2836,87,894,62,1788,9,8,0,0
14923,2836,87,894,62,1788,9,8,0,0
14924,2836,87,894,62,1788,9,8,0,0
14925,2836,87,895,62,1788,9,8,0,0
14926,2836,87,895,62,1788,9,8,0,0
14927,2836,87,895,62,1788,9,8,0,0
14928,2835,87,895,62,1788,9,8,0,0
14929,2835,87,894,62,1788,9,8,0,0
14930,2835,87,894,62,1788,9,8,0,0
14931,2835,87,894,62,1788,9,8,0,0
14932,2835,87,894,62,1788,9,8,0,0
14933,2835,87,894,62,1788,9,8,0,0
14934,2834,87,894,62,1787,9,8,0,0
14935,2833,87,893,62,1786,9,8,0,0
14936,2831,87,892,62,1786,9,8,0,0
14937,2831,87,892,62,1786,9,8,0,0
14938,2832,87,892,62,1786,9,8,0,0
14939,2832,87,892,62,1786,9,8,0,0
14940,2831,87,892,62,1787,9,8,0,0
14941,2831,87,892,62,1787,9,8,0,0
14942,2831,87,892,62,1787,9,8,0,0
14943,2831,87,892,62,1787,9,8,0,0
14944,2830,87,892,62,1786,9,8,0,0
14945,2830,87,892,62,1786,9,8,0,0
14946,2830,87,892,62,1786,9,8,0,0
14947,2830,87,892,62,1786,9,8,0,0
14948,2830,87,892,62,1786,9,8,0,0
14949,2830,87,892,62,1786,9,8,0,0
14950,2830,87,892,62,1786,9,8,0,0
14951,2836,87,893,62,1788,9,8,0,0
14952,2836,87,893,62,1788,9,8,0,0
14953,2836,87,893,62,1788,9,8,0,0
14954,2836,87,893,62,1788,9,8,0,0
14955,2835,87,893,62,1787,9,8,0,0
14956,2835,87,893,62,1787,9,8,0,0
14957,2835,87,893,62,1787,9,8,0,0
14958,2835,87,893,62,1787,9,8,0,0
14959,2835,87,893,62,1787,9,8,0,0
14960,2835,87,893,62,1787,9,8,0,0
14961,2834,87,893,62,1787,9,8,0,0
14962,2834,87,893,62,1787,9,8,0,0
14963,2834,87,893,62,1787,9,8,0,0
14964,2834,87,894,62,1787,9,8,0,0
14965,2834,87,894,62,1787,9,8,0,0
14966,2834,87,894,62,1787,9,8,0,0
14967,2834,87,894,62,1787,9,8,0,0
14968,2833,87,894,62,1785,9,8,0,0
14969,2835,87,895,62,1786,9,8,0,0
14970,2834,87,895,62,1785,9,8,0,0
14971,2834,87,895,62,1785,9,8,0,0
14972,2835,87,895,62,1785,9,8,0,0
14973,2835,87,895,62,1785,9,8,0,0
14974,2835,87,895,62,1785,9,8,0,0
14975,2835,87,895,62,1785,9,8,0,0
14976,2835,87,895,62,1786,9,8,0,0
14977,2835,87,895,62,1786,9,8,0,0
14978,2835,87,895,62,1786,9,8,0,0
14979,2835,87,895,62,1786,9,8,0,0
14980,2836,87,895,62,1786,9,8,0,0
14981,2836,87,895,62,1786,9,8,0,0
14982,2836,87,895,62,1786,9,8,0,0
14983,2836,87,895,62,1786,9,8,0,0
14984,2837,87,895,62,1787,9,8,0,0
14985,2837,87,895,62,1787,9,8,0,0
14986,2837,87,895,62,1787,9,8,0,0
14987,2837,87,895,62,1787,9,8,0,0
14988,2837,87,895,62,1787,9,8,0,0
14989,2837,87,895,62,1787,9,8,0,0
14990,2836,87,894,62,1786,9,8,0,0
14991,2836,87,894,62,1786,9,8,0,0
14992,2836,87,894,62,1786,9,8,0,0
14993,2836,87,894,62,1786,9,8,0,0
14994,2836,87,894,62,1786,9,8,0,0
14995,2836,87,894,62,1786,9,8,0,0
14996,2836,87,894,62,1786,9,8,0,0
14997,2836,87,894,62,1786,9,8,0,0
14998,2836,87,894,62,1786,9,8,0,0
14999,2836,87,894,62,1786,9,8,0,0
15000,2836,87,894,62,1786,9,8,0,0
15001,2837,87,894,62,1786,9,8,0,0
15002,2837,87,894,62,1786,9,8,0,0
15003,2838,87,894,62,1786,9,8,0,0
15004,2836,87,893,62,1784,9,8,0,0
15005,2836,87,893,62,1784,9,8,0,0
15006,2836,87,893,62,1784,9,8,0,0
15007,2836,87,893,62,1784,9,8,0,0
15008,2836,87,894,62,1784,9,8,0,0
15009,2836,87,894,62,1784,9,8,0,0
15010,2836,87,894,62,1785,9,8,0,0
15011,2836,87,894,62,1785,9,8,0,0
15012,2836,87,894,62,1785,9,8,0,0
15013,2834,87,894,62,1783,9,8,0,0
15014,2834,87,894,62,1783,9,8,0,0
15015,2834,87,894,62,1783,9,8,0,0
15016,2834,87,894,62,1783,9,8,0,0
15017,2834,87,894,62,1783,9,8,0,0
15018,2834,87,894,62,1783,9,8,0,0
15019,2834,87,894,62,1783,9,8,0,0
15020,2834,87,894,62,1783,9,8,0,0
15021,2834,87,894,62,1783,9,8,0,0
15022,2835,87,894,62,1784,9,8,0,0
15023,2834,87,894,62,1783,9,8,0,0
15024,2834,87,894,62,1783,9,8,0,0
15025,2834,87,894,62,1783,9,8,0,0
15026,2834,87,894,62,1783,9,8,0,0
15027,2834,87,894,62,1783,9,8,0,0
15028,2834,87,894,62,1783,9,8,0,0
15029,2834,87,894,62,1783,9,8,0,0
15030,2834,87,894,62,1783,9,8,0,0
15031,2834,87,894,62,1784,9,8,0,0
15032,2834,87,894,62,1784,9,8,0,0
15033,2834,87,894,62,1784,9,8,0,0
15034,2834,87,894,62,1784,9,8,0,0
15035,2834,87,894,62,1784,9,8,0,0
15036,2834,87,894,62,1784,9,8,0,0
15037,2834,87,894,62,1784,9,8,0,0
15038,2834,87,894,62,1784,9,8,0,0
15039,2833,87,894,62,1784,9,8,0,0
15040,2833,87,894,62,1784,9,8,0,0
15041,2833,87,894,62,1784,9,8,0,0
15042,2833,87,894,62,1784,9,8,0,0
15043,2832,87,894,62,1784,9,8,0,0
15044,2832,87,894,62,1783,9,8,0,0
15045,2832,87,894,62,1783,9,8,0,0
15046,2832,87,894,62,1783,9,8,0,0
15047,2832,87,894,62,1783,9,8,0,0
15048,2832,87,894,62,1783,9,8,0,0
15049,2832,87,894,62,1783,9,8,0,0
15050,2832,87,894,62,1783,9,8,0,0
15051,2832,87,894,62,1783,9,8,0,0
15052,2832,87,894,62,1783,9,8,0,0
15053,2832,87,894,62,1783,9,8,0,0
15054,2832,87,893,62,1783,9,8,0,0
15055,2832,87,893,62,1783,9,8,0,0
15056,2832,87,893,62,1784,9,8,0,0
15057,2832,87,893,62,1784,9,8,0,0
15058,2832,87,893,62,1784,9,8,0,0
15059,2832,87,893,62,1784,9,8,0,0
15060,2832,87,893,62,1784,9,8,0,0
15061,2832,87,893,62,1784,9,8,0,0
15062,2832,87,893,62,1784,9,8,0,0
15063,2832,87,893,62,1784,9,8,0,0
15064,2832,87,893,62,1784,9,8,0,0
15065,2832,87,893,62,1784,9,8,0,0
15066,2833,87,893,62,1785,9,8,0,0
15067,2833,87,893,62,1785,9,8,0,0
15068,2830,87,893,62,1784,9,8,0,0
15069,2830,87,893,62,1784,9,8,0,0
15070,2830,87,893,62,1784,9,8,0,0
15071,2831,87,893,62,1784,9,8,0,0
15072,2831,87,893,62,1784,9,8,0,0
15073,2831,87,893,62,1784,9,8,0,0
15074,2841,88,898,62,1791,9,8,0,0
15075,2841,88,898,62,1791,9,8,0,0
15076,2841,88,898,62,1791,9,8,0,0
15077,2841,88,898,62,1791,9,8,0,0
15078,2841,88,898,62,1791,9,8,0,0
15079,2841,88,898,62,1791,9,8,0,0
15080,2841,88,898,62,1791,9,8,0,0
15081,2841,88,898,62,1791,9,8,0,0
15082,2841,88,898,62,1791,9,8,0,0
15083,2841,88,898,62,1791,9,8,0,0
15084,2841,88,898,62,1791,9,8,0,0
15085,2841,88,898,62,1791,9,8,0,0
15086,2841,88,898,62,1791,9,8,0,0
15087,2841,88,899,62,1791,9,8,0,0
15088,2841,88,899,62,1791,9,8,0,0
15089,2842,88,899,62,1792,9,8,0,0
15090,2843,89,899,62,1793,9,8,0,0
15091,2843,89,899,62,1793,9,8,0,0
15092,2843,89,899,62,1793,9,8,0,0
15093,2842,89,899,62,1792,9,8,0,0
15094,2842,89,899,62,1792,9,8,0,0
15095,2844,89,899,62,1792,9,8,0,0
15096,2844,89,899,62,1792,9,8,0,0
15097,2844,89,899,62,1793,9,8,0,0
15098,2844,89,899,62,1793,9,8,0,0
15099,2844,89,899,62,1793,9,8,0,0
15100,2844,89,899,62,1793,9,8,0,0
15101,2844,89,899,62,1793,9,8,0,0
15102,2845,89,899,62,1794,9,8,0,0
15103,2844,89,898,62,1793,9,8,0,0
15104,2844,89,898,62,1793,9,8,0,0
15105,2844,89,898,62,1793,9,8,0,0
15106,2844,89,898,62,1793,9,8,0,0
15107,2844,89,898,62,1793,9,8,0,0
15108,2844,89,898,62,1793,9,8,0,0
15109,2844,89,898,62,1793,9,8,0,0
15110,2844,89,898,62,1793,9,8,0,0
15111,2844,89,898,62,1793,9,8,0,0
15112,2843,89,898,62,1792,9,8,0,0
15113,2843,89,898,62,1792,9,8,0,0
15114,2845,89,898,62,1792,9,8,0,0
15115,2845,89,898,62,1792,9,8,0,0
15116,2845,89,898,62,1792,9,8,0,0
15117,2845,89,898,62,1792,9,8,0,0
15118,2845,89,898,62,1792,9,8,0,0
15119,2845,89,898,62,1792,9,8,0,0
15120,2845,89,898,62,1792,9,8,0,0
15121,2845,89,898,62,1792,9,8,0,0
15122,2845,89,898,62,1792,9,8,0,0
15123,2845,89,898,62,1792,9,8,0,0
15124,2845,89,898,62,1792,9,8,0,0
15125,2844,89,899,62,1792,9,8,0,0
15126,2844,89,899,62,1792,9,8,0,0
15127,2844,89,899,62,1792,9,8,0,0
15128,2844,89,899,62,1792,9,8,0,0
15129,2844,89,899,62,1792,9,8,0,0
15130,2844,89,899,62,1792,9,8,0,0
15131,2844,89,899,62,1792,9,8,0,0
15132,2844,89,899,62,1792,9,8,0,0
15133,2844,89,899,62,1792,9,8,0,0
15134,2844,89,899,62,1792,9,8,0,0
15135,2844,89,899,62,1792,9,8,0,0
15136,2844,89,899,62,1792,9,8,0,0
15137,2843,89,899,62,1791,9,8,0,0
15138,2843,89,899,62,1791,9,8,0,0
15139,2843,89,899,62,1792,9,8,0,0
15140,2845,89,900,62,1793,9,8,0,0
15141,2845,89,900,62,1793,9,8,0,0
15142,2845,89,900,62,1793,9,8,0,0
15143,2845,89,900,62,1793,9,8,0,0
15144,2846,89,900,62,1793,9,8,0,0
15145,2846,89,900,62,1793,9,8,0,0
15146,2846,89,900,62,1793,9,8,0,0
15147,2849,89,901,62,1795,9,8,0,0
15148,2849,89,901,62,1795,9,8,0,0
15149,2849,89,901,62,1795,9,8,0,0
15150,2849,89,901,62,1795,9,8,0,0
15151,2849,89,901,62,1795,9,8,0,0
15152,2849,89,901,62,1795,9,8,0,0
15153,2849,89,901,62,1795,9,8,0,0
15154,2855,89,903,62,1797,9,8,0,0
15155,2855,89,903,62,1797,9,8,0,0
15156,2854,89,903,62,1796,9,8,0,0
15157,2853,89,902,62,1795,9,8,0,0
15158,2853,89,902,62,1795,9,8,0,0
15159,2854,89,902,62,1795,9,8,0,0
15160,2855,89,902,62,1796,9,8,0,0
15161,2855,89,902,62,1796,9,8,0,0
15162,2855,89,902,62,1796,9,8,0,0
15163,2855,89,902,62,1796,9,8,0,0
15164,2855,89,902,62,1797,9,8,0,0
15165,2855,89,902,62,1797,9,8,0,0
15166,2855,89,902,62,1797,9,8,0,0
15167,2855,89,902,62,1797,9,8,0,0
15168,2855,89,902,62,1797,9,8,0,0
15169,2855,89,903,62,1797,9,8,0,0
15170,2855,89,903,62,1797,9,8,0,0
15171,2855,89,903,62,1797,9,8,0,0
15172,2855,89,903,62,1797,9,8,0,0
15173,2855,89,903,62,1797,9,8,0,0
15174,2855,89,903,62,1797,9,8,0,0
15175,2855,89,903,62,1797,9,8,0,0
15176,2855,89,903,62,1797,9,8,0,0
15177,2855,89,903,62,1797,9,8,0,0
15178,2857,89,903,62,1797,9,9,0,0
15179,2857,89,903,62,1797,9,9,0,0
15180,2857,89,903,62,1797,9,9,0,0
15181,2857,89,903,62,1797,9,9,0,0
15182,2857,89,903,62,1797,9,9,0,0
15183,2857,89,903,62,1797,9,9,0,0
15184,2857,89,903,62,1797,9,9,0,0
15185,2857,89,903,62,1797,9,9,0,0
15186,2857,89,903,62,1797,9,9,0,0
15187,2857,89,903,62,1797,9,9,0,0
15188,2857,89,903,62,1797,9,9,0,0
15189,2857,89,903,62,1797,9,9,0,0
15190,2857,89,903,62,1797,9,9,0,0
15191,2857,89,903,62,1797,9,9,0,0
15192,2857,89,903,62,1797,9,9,0,0
15193,2857,89,903,62,1797,9,9,0,0
15194,2857,89,903,62,1797,9,9,0,0
15195,2857,89,903,62,1797,9,9,0,0
15196,2857,89,904,62,1797,9,9,0,0
15197,2857,89,903,62,1797,9,9,0,0
15198,2857,89,903,62,1797,9,9,0,0
15199,2857,89,903,62,1797,9,9,0,0
15200,2857,89,903,62,1797,9,9,0,0
15201,2857,89,903,62,1797,9,9,0,0
15202,2856,89,903,62,1797,9,9,0,0
15203,2856,89,903,62,1797,9,9,0,0
15204,2856,89,903,62,1797,9,9,0,0
15205,2857,89,903,62,1797,9,9,0,0
15206,2857,89,903,62,1798,9,9,0,0
15207,2857,89,903,62,1798,9,9,0,0
15208,2857,89,903,62,1798,9,9,0,0
15209,2857,89,903,62,1798,9,9,0,0
15210,2857,89,903,62,1798,9,9,0,0
15211,2857,89,903,62,1799,9,9,0,0
15212,2857,89,903,62,1800,9,9,0,0
15213,2860,89,906,62,1801,9,9,0,0
15214,2858,87,904,62,1799,9,9,0,0
15215,2858,87,904,62,1799,9,9,0,0
15216,2853,87,903,62,1796,9,9,0,0
15217,2853,87,903,62,1796,9,9,0,0
15218,2853,87,903,62,1796,9,9,0,0
15219,2853,87,903,62,1796,9,9,0,0
15220,2854,87,903,62,1799,9,9,0,0
15221,2854,87,903,62,1799,9,9,0,0
15222,2855,88,903,62,1799,9,9,0,0
15223,2855,88,903,62,1799,9,9,0,0
15224,2855,88,903,62,1799,9,9,0,0
15225,2855,88,903,62,1799,9,9,0,0
15226,2855,88,903,62,1799,9,9,0,0
15227,2854,88,903,62,1799,9,9,0,0
15228,2854,88,903,62,1799,9,9,0,0
15229,2854,88,903,62,1799,9,9,0,0
15230,2854,88,903,62,1800,10,9,0,0
15231,2859,88,903,62,1803,10,9,0,0
15232,2860,88,903,62,1804,10,9,0,0
15233,2862,88,904,62,1806,10,9,0,0
15234,2864,88,904,62,1806,10,9,0,0
15235,2864,88,904,62,1806,10,9,0,0
15236,2861,88,904,62,1805,10,9,0,0
15237,2861,88,904,62,1805,10,9,0,0
15238,2861,88,904,62,1805,10,9,0,0
15239,2861,88,904,62,1805,10,9,0,0
15240,2854,87,902,62,1799,10,9,0,0
15241,2855,87,902,62,1799,10,9,0,0
15242,2855,87,902,62,1800,10,9,0,0
15243,2855,87,902,62,1800,10,9,0,0
15244,2854,87,902,62,1800,10,9,0,0
15245,2854,87,902,62,1800,10,9,0,0
15246,2853,87,902,62,1799,10,9,0,0
15247,2853,87,902,62,1799,10,9,0,0
15248,2852,86,902,62,1799,10,9,0,0
15249,2852,86,902,62,1799,10,9,0,0
15250,2852,86,902,62,1799,10,9,0,0
15251,2852,86,902,62,1799,10,9,0,0
15252,2852,86,902,62,1799,10,9,0,0
15253,2852,86,902,62,1799,10,9,0,0
15254,2852,86,902,62,1799,10,9,0,0
15255,2852,86,902,62,1799,10,9,0,0
15256,2852,86,902,62,1799,10,9,0,0
15257,2852,86,902,62,1799,10,9,0,0
15258,2851,86,902,62,1798,10,9,0,0
15259,2851,86,902,62,1798,10,9,0,0
15260,2851,86,903,62,1799,10,9,0,0
15261,2851,86,904,62,1799,10,9,0,0
15262,2851,86,903,62,1799,10,9,0,0
15263,2852,87,903,62,1799,10,9,0,0
15264,2852,87,903,62,1799,10,9,0,0
15265,2852,87,903,62,1799,10,9,0,0
15266,2852,87,903,62,1799,10,9,0,0
15267,2852,87,903,62,1799,10,9,0,0
15268,2852,87,903,62,1799,10,9,0,0
15269,2853,87,905,62,1800,10,9,0,0
15270,2853,87,905,62,1800,10,9,0,0
15271,2859,87,907,62,1803,10,9,0,0
15272,2859,87,907,62,1803,10,9,0,0
15273,2859,87,907,62,1803,10,9,0,0
15274,2856,87,906,62,1801,10,9,0,0
15275,2856,87,906,62,1801,10,9,0,0
15276,2856,87,906,62,1801,10,9,0,0
15277,2856,87,906,62,1801,10,9,0,0
15278,2856,87,906,62,1801,10,9,0,0
15279,2856,87,906,62,1801,10,9,0,0
15280,2856,87,906,62,1801,10,9,0,0
15281,2856,87,906,62,1801,10,9,0,0
15282,2856,87,906,62,1801,10,9,0,0
15283,2856,87,906,62,1801,10,9,0,0
15284,2856,87,906,62,1801,10,9,0,0
15285,2856,87,906,62,1801,10,9,0,0
15286,2856,87,905,62,1801,10,9,0,0
15287,2856,87,905,62,1801,10,9,0,0
15288,2856,87,905,62,1801,10,9,0,0
15289,2856,87,905,62,1801,10,9,0,0
15290,2856,87,905,62,1801,10,9,0,0
15291,2856,87,905,62,1801,10,9,0,0
15292,2856,87,905,62,1801,10,9,0,0
15293,2856,87,905,62,1801,10,9,0,0
15294,2860,87,905,62,1804,10,9,0,0
15295,2858,87,905,62,1804,10,8,0,0
15296,2860,87,905,62,1804,10,9,0,0
15297,2860,87,905,62,1804,10,9,0,0
15298,2860,87,905,62,1804,10,9,0,0
15299,2860,87,905,62,1804,10,9,0,0
15300,2860,87,905,62,1804,10,9,0,0
15301,2860,87,905,62,1804,10,9,0,0
15302,2860,87,905,62,1804,10,9,0,0
15303,2860,87,905,62,1804,10,9,0,0
15304,2861,87,905,62,1804,10,9,0,0
15305,2861,87,905,62,1804,10,9,0,0
15306,2861,87,906,62,1804,10,9,0,0
15307,2861,87,906,62,1805,10,9,0,0
15308,2861,87,906,62,1805,10,9,0,0
15309,2861,87,906,62,1805,10,9,0,0
15310,2861,87,906,62,1805,10,9,0,0
15311,2861,87,906,62,1805,10,9,0,0
15312,2861,87,906,62,1805,10,9,0,0
15313,2861,87,906,62,1805,10,9,0,0
15314,2861,87,906,62,1805,10,9,0,0
15315,2862,87,906,62,1805,10,9,0,0
15316,2862,87,906,62,1805,10,9,0,0
15317,2861,87,906,62,1805,10,9,0,0
15318,2862,87,906,62,1805,10,9,0,0
15319,2862,87,906,62,1805,10,9,0,0
15320,2862,87,906,62,1805,10,9,0,0
15321,2862,87,906,62,1805,10,9,0,0
15322,2862,87,906,62,1805,10,9,0,0
15323,2862,87,906,62,1805,10,9,0,0
15324,2862,87,906,62,1805,10,9,0,0
15325,2862,87,906,62,1804,10,9,0,0
15326,2862,87,906,62,1805,10,9,0,0
15327,2862,87,907,62,1805,10,9,0,0
15328,2862,87,907,62,1805,10,9,0,0
15329,2862,87,907,62,1805,10,9,0,0
15330,2862,87,907,62,1805,10,9,0,0
15331,2866,87,908,62,1807,10,9,0,0
15332,2866,87,908,62,1807,10,9,0,0
15333,2866,87,908,62,1807,10,9,0,0
15334,2867,87,908,62,1807,10,9,0,0
15335,2867,87,908,62,1807,10,9,0,0
15336,2867,87,907,62,1807,10,9,0,0
15337,2867,87,907,62,1807,10,9,0,0
15338,2867,87,907,62,1807,10,9,0,0
15339,2867,87,907,62,1807,10,9,0,0
15340,2867,87,907,62,1807,10,9,0,0
15341,2868,87,907,62,1807,10,9,0,0
15342,2868,87,906,62,1807,10,9,0,0
15343,2868,87,906,62,1807,10,9,0,0
15344,2870,87,906,62,1807,10,9,0,0
15345,2870,87,906,62,1807,10,9,0,0
15346,2869,87,906,62,1808,10,9,0,0
15347,2869,87,905,62,1808,10,9,0,0
15348,2869,87,905,62,1808,10,9,0,0
15349,2870,87,905,62,1808,10,9,0,0
15350,2870,87,905,62,1808,10,9,0,0
15351,2870,87,905,62,1808,10,9,0,0
15352,2870,87,905,62,1808,10,9,0,0
15353,2870,87,905,62,1808,10,9,0,0
15354,2870,87,905,62,1808,10,9,0,0
15355,2868,86,903,62,1807,10,9,0,0
15356,2868,86,903,62,1807,10,9,0,0
