commit Id,Date,filename,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement,Effective Commit
f0d9cdd35d83fd081c218fdec17edaf9e4f868f7,"07/07/2010, 12:42:23",file_ 9,1,1,0,0,0,1,0,0,0,4
1dbe9cf8b199097704b478fd2473dab8d551b2dd,"11/14/2012, 17:54:09",file_ 9,1,1,0,0,0,1,1,0,0,47
1fb69e5bcce03a78c6dec0b6dca997afdb3e1328,"11/15/2012, 16:57:34",file_ 9,1,1,0,0,0,1,0,0,0,48
8d446641c092b9a4d168ab006fa49d133683fb03,"03/13/2013, 13:49:18",file_ 9,2,1,0,0,0,1,1,0,0,50
aa917f13818245b0492ca5e0bb026081a2104dca,"05/04/2013, 06:44:49",file_ 9,1,1,0,0,0,1,0,0,0,55
b63b9780f8b6ff3bf9e4ce95c911df2fdd4c035d,"05/17/2013, 01:17:13",file_ 9,2,1,0,0,0,1,1,0,0,59
8422e33d9a001c804917d1ba8b9686699c1309ed,"06/01/2013, 12:06:01",file_ 9,1,1,0,0,0,1,0,0,0,61
76b314a342226a4c214c466b1bd3af32fd11fbb0,"06/01/2013, 12:07:23",file_ 9,2,1,0,0,0,1,1,0,0,62
1997df8b773d4d6984682732f2dd6e69a40b940a,"06/29/2013, 23:52:46",file_ 9,1,1,0,0,0,1,0,0,0,63
672d9c912be0962832a91bd6fda3403bebfe38ce,"10/30/2013, 06:59:13",file_ 9,2,1,0,0,0,1,1,0,0,64
205e00844d1d9cf4cd4545c4cc45f1121a6b0824,"01/09/2014, 08:11:47",file_ 9,1,1,0,0,0,1,0,0,0,73
c8629d05f2dfd608d3ac7dc62cb6db1534a7bdb4,"01/17/2014, 14:51:13",file_ 9,2,1,0,0,0,1,1,0,0,74
a285a212496700d5d6c3b5fa369b8d912f05dd1e,"01/23/2014, 20:50:59",file_ 9,1,1,0,0,0,1,0,0,0,76
0f2b39e72cdd2d94fcde147be749ecd88de5ceb6,"05/18/2010, 09:13:08",file_ 10,4,1,2,0,3,1,3,0,0,1
bd39228938743e7fee61649bb4b27d0f987d5b92,"05/31/2010, 12:14:42",file_ 10,6,2,4,0,4,2,6,0,0,2
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 10,8,2,4,0,6,2,6,0,0,5
a795af49d9e9608d75594c95ed3162aacea93f48,"06/15/2010, 11:20:07",file_ 10,6,2,4,0,4,2,6,0,0,6
a45c6679c83080778b411b88786a5835d4eaad3f,"07/02/2010, 10:24:12",file_ 10,8,2,4,0,6,2,6,0,0,7
f0d9cdd35d83fd081c218fdec17edaf9e4f868f7,"07/07/2010, 12:42:23",file_ 10,6,2,4,0,4,2,6,0,0,8
c41f8d696b1c4f6e653b25479ef01ce796d59be2,"10/29/2010, 12:15:56",file_ 10,3,1,1,0,1,1,3,0,0,22
092a725e0cf78081c0818732d3d1d86b275118ea,"01/11/2011, 08:21:52",file_ 10,4,1,1,0,1,1,3,0,0,30
