Commit id,Date,filename,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement,author
157f619e9887d01ecd911baa701e8520a817fac1,"02/23/2012, 14:02:59",file_ 2,1,0,0,0,1,0,0,0,0
157f619e9887d01ecd911baa701e8520a817fac1,"02/23/2012, 14:02:59",file_ 1,0,1,0,0,0,0,0,0,0
fadadd0f62968826ff56f4ecd5282a87b2c3365f,"02/23/2012, 14:50:07",file_ 2,1,0,0,0,1,0,0,0,0
fadadd0f62968826ff56f4ecd5282a87b2c3365f,"02/23/2012, 14:50:07",file_ 1,0,1,0,0,0,0,0,0,0
160e839e812bc165fd4d09f61409cc1935f40236,"02/23/2012, 16:18:08",file_ 2,1,0,0,0,1,0,0,0,0
160e839e812bc165fd4d09f61409cc1935f40236,"02/23/2012, 16:18:08",file_ 1,0,1,0,0,0,0,0,0,0
753c769d103df6f7404d7f37c837f6011d9e0aa9,"02/23/2012, 16:19:00",file_ 2,1,0,0,0,1,0,0,0,0
753c769d103df6f7404d7f37c837f6011d9e0aa9,"02/23/2012, 16:19:00",file_ 1,0,1,0,0,0,0,0,0,0
2b4ab94e6b9e247b4e9018fe811960d6f3ca931f,"02/23/2012, 16:29:30",file_ 2,1,0,0,0,1,0,0,0,0
2b4ab94e6b9e247b4e9018fe811960d6f3ca931f,"02/23/2012, 16:29:30",file_ 1,0,1,0,0,0,0,0,0,0
441a9e206f36f9b06b853f4a109218b65bd1c747,"02/23/2012, 17:00:36",file_ 2,1,0,0,0,1,0,0,0,0
441a9e206f36f9b06b853f4a109218b65bd1c747,"02/23/2012, 17:00:36",file_ 1,0,1,0,0,0,0,0,0,0
115eb8d085515388f7de932feb52eea861ad65f0,"02/23/2012, 20:08:12",file_ 2,1,0,0,0,1,0,0,0,0
115eb8d085515388f7de932feb52eea861ad65f0,"02/23/2012, 20:08:12",file_ 1,0,1,0,0,0,0,0,0,0
49d3c5251b5c81195e0460ae24e0d7165a703728,"02/23/2012, 22:34:42",file_ 2,1,0,0,0,1,0,0,0,0
49d3c5251b5c81195e0460ae24e0d7165a703728,"02/23/2012, 22:34:42",file_ 1,0,1,0,0,0,0,0,0,0
d6fba0ade1add8c4883882a7b3029d7bd5e30eaa,"02/23/2012, 22:35:33",file_ 2,1,0,0,0,1,0,0,0,0
d6fba0ade1add8c4883882a7b3029d7bd5e30eaa,"02/23/2012, 22:35:33",file_ 1,0,1,0,0,0,0,0,0,0
9019c6e2f61edb60ce35537407ae39ea05f7b1b9,"02/24/2012, 08:08:56",file_ 2,1,0,0,0,1,0,0,0,0
9019c6e2f61edb60ce35537407ae39ea05f7b1b9,"02/24/2012, 08:08:56",file_ 1,0,1,0,0,0,0,0,0,0
c9bb800ee92f7f704ff52e31681d8a171f2fb89a,"02/24/2012, 10:29:20",file_ 2,1,0,0,0,1,0,0,0,0
c9bb800ee92f7f704ff52e31681d8a171f2fb89a,"02/24/2012, 10:29:20",file_ 1,0,1,0,0,0,0,0,0,0
97cb0035f4935e60ccd86f881156d4a1ddd23ad9,"02/24/2012, 10:31:43",file_ 2,1,0,0,0,1,0,0,0,0
97cb0035f4935e60ccd86f881156d4a1ddd23ad9,"02/24/2012, 10:31:43",file_ 1,0,1,0,0,0,0,0,0,0
9804bb55dc28f94cf6917409defd3e69f5769c1a,"02/24/2012, 11:17:56",file_ 2,1,0,0,0,1,0,0,0,0
9804bb55dc28f94cf6917409defd3e69f5769c1a,"02/24/2012, 11:17:56",file_ 1,0,1,0,0,0,0,0,0,0
484a737382763a2d91a293e7aebd1805843c85ac,"02/24/2012, 11:35:02",file_ 2,1,0,0,0,1,0,0,0,0
484a737382763a2d91a293e7aebd1805843c85ac,"02/24/2012, 11:35:02",file_ 1,0,1,0,0,0,0,0,0,0
1e5c6ee24650a7d34fe2b85f80bcbce06aa448b2,"02/25/2012, 14:10:10",file_ 1,0,1,0,0,0,0,0,0,0
1e5c6ee24650a7d34fe2b85f80bcbce06aa448b2,"02/25/2012, 14:10:10",file_ 2,0,0,0,0,0,0,0,0,0
711d60a50618e285aee1f56da21b1d7ab97af0d4,"02/25/2012, 14:54:34",file_ 2,1,0,0,0,1,0,0,0,0
711d60a50618e285aee1f56da21b1d7ab97af0d4,"02/25/2012, 14:54:34",file_ 1,0,1,0,0,0,0,0,0,0
2a02b9f6acefdb1eff218256fb54ca25e241ee6f,"02/25/2012, 22:30:35",file_ 2,1,0,0,0,1,0,0,0,0
2a02b9f6acefdb1eff218256fb54ca25e241ee6f,"02/25/2012, 22:30:35",file_ 1,0,1,0,0,0,0,0,0,0
909413916c52fe37772e9056e5dc8edab546a842,"02/25/2012, 22:32:12",file_ 2,1,0,0,0,1,0,0,0,0
909413916c52fe37772e9056e5dc8edab546a842,"02/25/2012, 22:32:12",file_ 1,0,1,0,0,0,0,0,0,0
a08537335ae5d6ec39bebfe6119edfda067aba71,"02/25/2012, 22:41:19",file_ 2,1,0,0,0,1,0,0,0,0
a08537335ae5d6ec39bebfe6119edfda067aba71,"02/25/2012, 22:41:19",file_ 1,0,1,0,0,0,0,0,0,0
d87b01ad6c902542d9db655d8624718880248ba4,"02/27/2012, 09:26:51",file_ 2,1,0,0,0,1,0,0,0,0
d87b01ad6c902542d9db655d8624718880248ba4,"02/27/2012, 09:26:51",file_ 1,0,1,0,0,0,0,0,0,0
621fee09be6f9412808d57305661ca16ae0e4b68,"02/27/2012, 09:28:21",file_ 2,1,0,0,0,1,0,0,0,0
621fee09be6f9412808d57305661ca16ae0e4b68,"02/27/2012, 09:28:21",file_ 1,0,1,0,0,0,0,0,0,0
ca5dfa4061f98e097384c29aedeaa7d57ed9be15,"02/27/2012, 14:08:01",file_ 2,1,0,0,0,1,0,0,0,0
ca5dfa4061f98e097384c29aedeaa7d57ed9be15,"02/27/2012, 14:08:01",file_ 1,0,1,0,0,0,0,0,0,0
64b61abcd5c59ecf9ea2ddfbfd1510c29a0f1bb8,"02/27/2012, 15:29:11",file_ 2,1,0,0,0,1,0,0,0,0
64b61abcd5c59ecf9ea2ddfbfd1510c29a0f1bb8,"02/27/2012, 15:29:11",file_ 1,0,1,0,0,0,0,0,0,0
995448219432e0237d09133977f2e6fc50a77309,"02/27/2012, 16:27:28",file_ 2,1,0,0,0,1,0,0,0,0
995448219432e0237d09133977f2e6fc50a77309,"02/27/2012, 16:27:28",file_ 1,0,1,0,0,0,0,0,0,0
01ddff5cdc3e0eab13e7fcd4a710e66735f672c1,"02/27/2012, 22:36:28",file_ 2,1,0,0,0,1,0,0,0,0
01ddff5cdc3e0eab13e7fcd4a710e66735f672c1,"02/27/2012, 22:36:28",file_ 1,0,1,0,0,0,0,0,0,0
0f5252c5e5524ed64484c57f7cc482f433e6d362,"02/28/2012, 10:00:40",file_ 2,1,0,0,0,1,0,0,0,0
0f5252c5e5524ed64484c57f7cc482f433e6d362,"02/28/2012, 10:00:40",file_ 1,0,1,0,0,0,0,0,0,0
5325acac6485cf58dfc2265ad5d8577b21e96923,"02/28/2012, 09:28:23",file_ 2,1,0,0,0,1,0,0,0,0
5325acac6485cf58dfc2265ad5d8577b21e96923,"02/28/2012, 09:28:23",file_ 1,0,1,0,0,0,0,0,0,0
425192a05db7d5066a2ba62c4f844164c94ee21f,"02/28/2012, 09:30:43",file_ 2,1,0,0,0,1,0,0,0,0
425192a05db7d5066a2ba62c4f844164c94ee21f,"02/28/2012, 09:30:43",file_ 1,0,1,0,0,0,0,0,0,0
b37c966aea22b690225f45d217d0ada07cb20286,"02/28/2012, 10:06:53",file_ 2,1,0,0,0,1,0,0,0,0
b37c966aea22b690225f45d217d0ada07cb20286,"02/28/2012, 10:06:53",file_ 1,0,1,0,0,0,0,0,0,0
30d69ef548f8cf90ce00c35edd04c06982d35b65,"02/28/2012, 10:09:51",file_ 2,1,0,0,0,1,0,0,0,0
30d69ef548f8cf90ce00c35edd04c06982d35b65,"02/28/2012, 10:09:51",file_ 1,0,1,0,0,0,0,0,0,0
26c7273493319652fab4891d4e030f3eac4128b8,"02/29/2012, 15:09:13",file_ 2,1,0,0,0,1,0,0,0,0
26c7273493319652fab4891d4e030f3eac4128b8,"02/29/2012, 15:09:13",file_ 1,0,1,0,0,0,0,0,0,0
b7d068f2f2f586271c158de2bb3e00fbd9ad0030,"02/29/2012, 15:21:20",file_ 2,1,0,0,0,1,0,0,0,0
b7d068f2f2f586271c158de2bb3e00fbd9ad0030,"02/29/2012, 15:21:20",file_ 1,0,1,0,0,0,0,0,0,0
e36dba4f10402cdbcfa244133419515d75a4ad53,"02/29/2012, 20:39:02",file_ 1,0,1,0,0,0,0,0,0,0
e36dba4f10402cdbcfa244133419515d75a4ad53,"02/29/2012, 20:39:02",file_ 2,0,0,0,0,0,0,0,0,0
2c4d35e6a4bb5eecf119b8db9f9d8151e484eb5f,"03/01/2012, 12:12:39",file_ 3,1,0,0,0,0,0,0,0,0
2c4d35e6a4bb5eecf119b8db9f9d8151e484eb5f,"03/01/2012, 12:12:39",file_ 2,1,0,0,0,1,0,0,0,0
2c4d35e6a4bb5eecf119b8db9f9d8151e484eb5f,"03/01/2012, 12:12:39",file_ 1,0,1,0,0,0,0,0,0,0
be9549615861a627568d568974d968d5b6f2d944,"03/01/2012, 10:55:37",file_ 2,1,0,0,0,1,0,0,0,0
be9549615861a627568d568974d968d5b6f2d944,"03/01/2012, 10:55:37",file_ 4,0,0,0,0,0,1,0,0,0
be9549615861a627568d568974d968d5b6f2d944,"03/01/2012, 10:55:37",file_ 1,0,1,0,0,0,0,0,0,0
be9549615861a627568d568974d968d5b6f2d944,"03/01/2012, 10:55:37",file_ 3,0,0,0,0,0,0,0,0,0
16fa094cc320029d856341223d1efd0e420e98be,"03/01/2012, 11:21:11",file_ 2,1,0,0,0,1,0,0,0,0
16fa094cc320029d856341223d1efd0e420e98be,"03/01/2012, 11:21:11",file_ 4,0,0,0,0,0,1,0,0,0
16fa094cc320029d856341223d1efd0e420e98be,"03/01/2012, 11:21:11",file_ 1,0,1,0,0,0,0,0,0,0
16fa094cc320029d856341223d1efd0e420e98be,"03/01/2012, 11:21:11",file_ 3,0,0,0,0,0,0,0,0,0
5a25b5a7146273980a0c2a6a532350732736a203,"03/01/2012, 11:22:47",file_ 2,1,0,0,0,1,0,0,0,0
5a25b5a7146273980a0c2a6a532350732736a203,"03/01/2012, 11:22:47",file_ 4,0,0,0,0,0,1,0,0,0
5a25b5a7146273980a0c2a6a532350732736a203,"03/01/2012, 11:22:47",file_ 1,0,1,0,0,0,0,0,0,0
5a25b5a7146273980a0c2a6a532350732736a203,"03/01/2012, 11:22:47",file_ 3,0,0,0,0,0,0,0,0,0
2331ae18cfa1bb7c5b4d4986b9b809074b31bec3,"03/01/2012, 11:52:05",file_ 2,1,0,0,0,1,0,0,0,0
2331ae18cfa1bb7c5b4d4986b9b809074b31bec3,"03/01/2012, 11:52:05",file_ 4,0,0,0,0,0,1,0,0,0
2331ae18cfa1bb7c5b4d4986b9b809074b31bec3,"03/01/2012, 11:52:05",file_ 1,0,1,0,0,0,0,0,0,0
2331ae18cfa1bb7c5b4d4986b9b809074b31bec3,"03/01/2012, 11:52:05",file_ 3,0,0,0,0,0,0,0,0,0
fdcebc1bcb67c8a0ba9ad71be0342e147b579efe,"03/01/2012, 12:02:16",file_ 2,1,0,0,0,1,0,0,0,0
fdcebc1bcb67c8a0ba9ad71be0342e147b579efe,"03/01/2012, 12:02:16",file_ 4,0,0,0,0,0,1,0,0,0
fdcebc1bcb67c8a0ba9ad71be0342e147b579efe,"03/01/2012, 12:02:16",file_ 1,0,1,0,0,0,0,0,0,0
fdcebc1bcb67c8a0ba9ad71be0342e147b579efe,"03/01/2012, 12:02:16",file_ 3,0,0,0,0,0,0,0,0,0
f473e4418ad75a944f16ad759b490188fd5211eb,"03/01/2012, 13:06:27",file_ 2,1,0,0,0,1,0,0,0,0
f473e4418ad75a944f16ad759b490188fd5211eb,"03/01/2012, 13:06:27",file_ 4,0,0,0,0,0,1,0,0,0
f473e4418ad75a944f16ad759b490188fd5211eb,"03/01/2012, 13:06:27",file_ 1,0,1,0,0,0,0,0,0,0
f473e4418ad75a944f16ad759b490188fd5211eb,"03/01/2012, 13:06:27",file_ 3,0,0,0,0,0,0,0,0,0
028703d9d52da67032238c9b22cb8c1025b9dcb6,"03/01/2012, 13:30:02",file_ 2,1,0,0,0,1,0,0,0,0
028703d9d52da67032238c9b22cb8c1025b9dcb6,"03/01/2012, 13:30:02",file_ 4,0,0,0,0,0,1,0,0,0
028703d9d52da67032238c9b22cb8c1025b9dcb6,"03/01/2012, 13:30:02",file_ 1,0,1,0,0,0,0,0,0,0
028703d9d52da67032238c9b22cb8c1025b9dcb6,"03/01/2012, 13:30:02",file_ 3,0,0,0,0,0,0,0,0,0
aac250785866996ec60762de1f84e77853942737,"03/02/2012, 18:04:57",file_ 2,1,0,0,0,1,0,0,0,0
aac250785866996ec60762de1f84e77853942737,"03/02/2012, 18:04:57",file_ 4,0,0,0,0,0,1,0,0,0
aac250785866996ec60762de1f84e77853942737,"03/02/2012, 18:04:57",file_ 1,0,1,0,0,0,0,0,0,0
aac250785866996ec60762de1f84e77853942737,"03/02/2012, 18:04:57",file_ 3,0,0,0,0,0,0,0,0,0
601b29a9d1f4e2019cfa00ec1ba9e8b1960db4fb,"03/02/2012, 11:40:16",file_ 1,0,1,0,0,0,0,0,0,0
601b29a9d1f4e2019cfa00ec1ba9e8b1960db4fb,"03/02/2012, 11:40:16",file_ 2,0,0,0,0,0,0,0,0,0
601b29a9d1f4e2019cfa00ec1ba9e8b1960db4fb,"03/02/2012, 11:40:16",file_ 3,0,0,0,0,0,0,0,0,0
601b29a9d1f4e2019cfa00ec1ba9e8b1960db4fb,"03/02/2012, 11:40:16",file_ 4,0,0,0,0,0,0,0,0,0
1302ded5f857f5f38ef8d460a8f58aab929f4fe0,"03/02/2012, 09:41:30",file_ 2,1,0,0,0,1,0,0,0,0
1302ded5f857f5f38ef8d460a8f58aab929f4fe0,"03/02/2012, 09:41:30",file_ 4,0,0,0,0,0,1,0,0,0
1302ded5f857f5f38ef8d460a8f58aab929f4fe0,"03/02/2012, 09:41:30",file_ 1,0,1,0,0,0,0,0,0,0
1302ded5f857f5f38ef8d460a8f58aab929f4fe0,"03/02/2012, 09:41:30",file_ 3,0,0,0,0,0,0,0,0,0
c002ae63371094b2cf9c731f779128e7a68e9970,"03/02/2012, 09:54:43",file_ 2,1,0,0,0,1,0,0,0,0
c002ae63371094b2cf9c731f779128e7a68e9970,"03/02/2012, 09:54:43",file_ 4,0,0,0,0,0,1,0,0,0
c002ae63371094b2cf9c731f779128e7a68e9970,"03/02/2012, 09:54:43",file_ 1,0,1,0,0,0,0,0,0,0
c002ae63371094b2cf9c731f779128e7a68e9970,"03/02/2012, 09:54:43",file_ 3,0,0,0,0,0,0,0,0,0
1d93cab0d01241ec04857a28e823522a5dd8ffeb,"03/02/2012, 10:23:27",file_ 2,1,0,0,0,1,0,0,0,0
1d93cab0d01241ec04857a28e823522a5dd8ffeb,"03/02/2012, 10:23:27",file_ 4,0,0,0,0,0,1,0,0,0
1d93cab0d01241ec04857a28e823522a5dd8ffeb,"03/02/2012, 10:23:27",file_ 1,0,1,0,0,0,0,0,0,0
1d93cab0d01241ec04857a28e823522a5dd8ffeb,"03/02/2012, 10:23:27",file_ 3,0,0,0,0,0,0,0,0,0
d43157b61f8e9f035403f3a220123f7fea007589,"03/02/2012, 10:27:37",file_ 2,1,0,0,0,1,0,0,0,0
d43157b61f8e9f035403f3a220123f7fea007589,"03/02/2012, 10:27:37",file_ 4,0,0,0,0,0,1,0,0,0
d43157b61f8e9f035403f3a220123f7fea007589,"03/02/2012, 10:27:37",file_ 1,0,1,0,0,0,0,0,0,0
d43157b61f8e9f035403f3a220123f7fea007589,"03/02/2012, 10:27:37",file_ 3,0,0,0,0,0,0,0,0,0
76eef23f54b9bad5329ef18aa992e2fa29fd668b,"03/02/2012, 17:12:43",file_ 2,1,0,0,0,1,0,0,0,0
76eef23f54b9bad5329ef18aa992e2fa29fd668b,"03/02/2012, 17:12:43",file_ 4,0,0,0,0,0,1,0,0,0
76eef23f54b9bad5329ef18aa992e2fa29fd668b,"03/02/2012, 17:12:43",file_ 1,0,1,0,0,0,0,0,0,0
76eef23f54b9bad5329ef18aa992e2fa29fd668b,"03/02/2012, 17:12:43",file_ 3,0,0,0,0,0,0,0,0,0
9bb69309f5abbc2e3b06a8224af045961db3b045,"03/02/2012, 22:54:29",file_ 2,1,0,0,0,1,0,0,0,0
9bb69309f5abbc2e3b06a8224af045961db3b045,"03/02/2012, 22:54:29",file_ 4,0,0,0,0,0,1,0,0,0
9bb69309f5abbc2e3b06a8224af045961db3b045,"03/02/2012, 22:54:29",file_ 1,0,1,0,0,0,0,0,0,0
9bb69309f5abbc2e3b06a8224af045961db3b045,"03/02/2012, 22:54:29",file_ 3,0,0,0,0,0,0,0,0,0
606b8ceadaba63812da0f6b8beec66f7644b099f,"03/03/2012, 14:48:45",file_ 2,1,0,0,0,1,0,0,0,0
606b8ceadaba63812da0f6b8beec66f7644b099f,"03/03/2012, 14:48:45",file_ 1,0,1,0,0,0,0,0,0,0
606b8ceadaba63812da0f6b8beec66f7644b099f,"03/03/2012, 14:48:45",file_ 3,0,0,0,0,0,0,0,0,0
606b8ceadaba63812da0f6b8beec66f7644b099f,"03/03/2012, 14:48:45",file_ 4,0,0,0,0,0,0,0,0,0
c433815fdf62ce33916eaf64f82465bd2657e67b,"03/03/2012, 14:51:18",file_ 2,1,0,0,0,1,0,0,0,0
c433815fdf62ce33916eaf64f82465bd2657e67b,"03/03/2012, 14:51:18",file_ 4,0,0,0,0,0,1,0,0,0
c433815fdf62ce33916eaf64f82465bd2657e67b,"03/03/2012, 14:51:18",file_ 1,0,1,0,0,0,0,0,0,0
c433815fdf62ce33916eaf64f82465bd2657e67b,"03/03/2012, 14:51:18",file_ 3,0,0,0,0,0,0,0,0,0
c4594afce132fdb38dbb8fb75ab76212fa329c67,"03/03/2012, 15:12:30",file_ 2,1,0,0,0,1,0,0,0,0
c4594afce132fdb38dbb8fb75ab76212fa329c67,"03/03/2012, 15:12:30",file_ 4,0,0,0,0,0,1,0,0,0
c4594afce132fdb38dbb8fb75ab76212fa329c67,"03/03/2012, 15:12:30",file_ 1,0,1,0,0,0,0,0,0,0
c4594afce132fdb38dbb8fb75ab76212fa329c67,"03/03/2012, 15:12:30",file_ 3,0,0,0,0,0,0,0,0,0
4e656f02fe0b4c9cd130c5b477cde0d301f2db18,"03/03/2012, 15:17:47",file_ 2,1,0,0,0,1,0,0,0,0
4e656f02fe0b4c9cd130c5b477cde0d301f2db18,"03/03/2012, 15:17:47",file_ 4,0,0,0,0,0,1,0,0,0
4e656f02fe0b4c9cd130c5b477cde0d301f2db18,"03/03/2012, 15:17:47",file_ 1,0,1,0,0,0,0,0,0,0
4e656f02fe0b4c9cd130c5b477cde0d301f2db18,"03/03/2012, 15:17:47",file_ 3,0,0,0,0,0,0,0,0,0
aeaebead18f08198b370717ae28726c065528fb1,"03/03/2012, 15:46:08",file_ 2,1,0,0,0,1,0,0,0,0
aeaebead18f08198b370717ae28726c065528fb1,"03/03/2012, 15:46:08",file_ 4,0,0,0,0,0,1,0,0,0
aeaebead18f08198b370717ae28726c065528fb1,"03/03/2012, 15:46:08",file_ 1,0,1,0,0,0,0,0,0,0
aeaebead18f08198b370717ae28726c065528fb1,"03/03/2012, 15:46:08",file_ 3,0,0,0,0,0,0,0,0,0
893f65fc02299276ca37ece7fe9cacf496930a74,"03/04/2012, 13:56:12",file_ 2,1,0,0,0,1,0,0,0,0
893f65fc02299276ca37ece7fe9cacf496930a74,"03/04/2012, 13:56:12",file_ 4,0,0,0,0,0,1,0,0,0
893f65fc02299276ca37ece7fe9cacf496930a74,"03/04/2012, 13:56:12",file_ 1,0,1,0,0,0,0,0,0,0
893f65fc02299276ca37ece7fe9cacf496930a74,"03/04/2012, 13:56:12",file_ 3,0,0,0,0,0,0,0,0,0
f110ccde4f278b3b2871df6f6e0447b9a467c033,"03/04/2012, 13:59:32",file_ 2,1,0,0,0,1,0,0,0,0
f110ccde4f278b3b2871df6f6e0447b9a467c033,"03/04/2012, 13:59:32",file_ 4,0,0,0,0,0,1,0,0,0
f110ccde4f278b3b2871df6f6e0447b9a467c033,"03/04/2012, 13:59:32",file_ 1,0,1,0,0,0,0,0,0,0
f110ccde4f278b3b2871df6f6e0447b9a467c033,"03/04/2012, 13:59:32",file_ 3,0,0,0,0,0,0,0,0,0
f3df0137538d5af16fbdcba1f94830959e487b5b,"03/04/2012, 14:23:59",file_ 2,1,0,0,0,1,0,0,0,0
f3df0137538d5af16fbdcba1f94830959e487b5b,"03/04/2012, 14:23:59",file_ 4,0,0,0,0,0,1,0,0,0
f3df0137538d5af16fbdcba1f94830959e487b5b,"03/04/2012, 14:23:59",file_ 1,0,1,0,0,0,0,0,0,0
f3df0137538d5af16fbdcba1f94830959e487b5b,"03/04/2012, 14:23:59",file_ 3,0,0,0,0,0,0,0,0,0
46595ce55e186e116ec0735a4c995987c063d60a,"03/04/2012, 14:28:49",file_ 2,1,0,0,0,1,0,0,0,0
46595ce55e186e116ec0735a4c995987c063d60a,"03/04/2012, 14:28:49",file_ 4,0,0,0,0,0,1,0,0,0
46595ce55e186e116ec0735a4c995987c063d60a,"03/04/2012, 14:28:49",file_ 1,0,1,0,0,0,0,0,0,0
46595ce55e186e116ec0735a4c995987c063d60a,"03/04/2012, 14:28:49",file_ 3,0,0,0,0,0,0,0,0,0
638032f4c0fa887aabcf494bf2504b54be470a34,"03/04/2012, 22:02:11",file_ 1,0,1,0,0,0,0,0,0,0
638032f4c0fa887aabcf494bf2504b54be470a34,"03/04/2012, 22:02:11",file_ 2,0,0,0,0,0,0,0,0,0
638032f4c0fa887aabcf494bf2504b54be470a34,"03/04/2012, 22:02:11",file_ 3,0,0,0,0,0,0,0,0,0
638032f4c0fa887aabcf494bf2504b54be470a34,"03/04/2012, 22:02:11",file_ 4,0,0,0,0,0,0,0,0,0
89dc8903ece9527c9f1b40427dde1238d17a9081,"03/04/2012, 22:03:59",file_ 1,0,1,0,0,0,0,0,0,0
89dc8903ece9527c9f1b40427dde1238d17a9081,"03/04/2012, 22:03:59",file_ 2,0,0,0,0,0,0,0,0,0
89dc8903ece9527c9f1b40427dde1238d17a9081,"03/04/2012, 22:03:59",file_ 3,0,0,0,0,0,0,0,0,0
89dc8903ece9527c9f1b40427dde1238d17a9081,"03/04/2012, 22:03:59",file_ 4,0,0,0,0,0,0,0,0,0
5b3031adb059ca0d5eb0f6c95233ed3248869d93,"03/04/2012, 23:06:17",file_ 1,0,1,0,0,0,0,0,0,0
5b3031adb059ca0d5eb0f6c95233ed3248869d93,"03/04/2012, 23:06:17",file_ 2,0,0,0,0,0,0,0,0,0
